Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
Snack House,https://www.zomato.com/Chennai/snack0house0brigade0road0Chennai,"Momos, Fast Food","Brigade Road, Chennai",0,0,4.2,432,150,,,,
Kaapi Katte,https://www.zomato.com/Chennai/kaapi0katte0malleshwaram,"Beverages, South Indian","Malleshwaram, Chennai",3.5,4,4.2,23,100,,,,
Frozen Bottle,https://www.zomato.com/Chennai/frozen0bottle0brigade0road,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","Brigade Road, Chennai",0,0,4.2,644,200,,,,
1947,https://www.zomato.com/Chennai/19470malleshwaram,"North Indian, Chinese, Desserts, Beverages, Shake","Malleshwaram, Chennai",4.1,1135,4.1,553,1200,,,,
Chetty's Corner,https://www.zomato.com/chettyscorner,"Fast Food, Sandwich, Pizza, Desserts, Street Food, Burger","Seshadripuram, Chennai",3.3,1,4,2166,300,,,,
Kerala Mess,https://www.zomato.com/Chennai/kerala0mess0nagawara,"Kerala, North Indian","Nagawara, Chennai",2.9,206,3.4,15300,200,,,,
Donne Biryani Angadi Mane,https://www.zomato.com/Chennai/donne0biryani0angadi0mane0sadashiv0nagar0Chennai,"Biryani, South Indian","Sadashiv Nagar, Chennai",3.2,48,4.1,2453,300,,,,
Bullet Biryani,https://www.zomato.com/Chennai/bullet0biryani0brigade0road0Chennai,"Chinese, Fast Food, Biryani, Kebab","Brigade Road, Chennai",0,0,4.1,65,150,,,,
Cupcake Bliss Cakes & Desserts,https://www.zomato.com/Chennai/cupcake0bliss0cakes0desserts0vasanth0nagar0Chennai,Bakery,"Vasanth Nagar, Chennai",0,0,3.8,88,300,,,,
Hari Super Sandwich,https://www.zomato.com/Chennai/hari0super0sandwich010basavanagudi0Chennai,"Street Food, Fast Food, Sandwich","Basavanagudi, Chennai",3,46,3.9,4554,200,,,,
Karnataka Biryani Point,https://www.zomato.com/Chennai/karnataka0biryani0point0rajajinagar0Chennai,"Biryani, South Indian","Rajajinagar, Chennai",3.5,32,4.2,2440,250,,,,
Kailash Parbat,https://www.zomato.com/Chennai/kailash0parbat0sadashiv0nagar0Chennai,"Chinese, North Indian, Street Food, Fast Food, Desserts, Beverages","Sadashiv Nagar, Chennai",3.3,35,4.1,2354,1100,,,,
EasyBites by Empire,https://www.zomato.com/Chennai/easybites0by0empire0church0street0Chennai,"Burger, Fast Food, Beverages","Church Street, Chennai",0,0,3.2,70,100,,,,
Upahara Darshini,https://www.zomato.com/Chennai/upahara0darshini0jayanagar,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese","Jayanagar, Chennai",3.9,433,4.2,8304,400,,,,
Kaati Zone Rolls And Wraps,https://www.zomato.com/Chennai/kaati0zone0rolls0and0wraps0vasanth0nagar0Chennai,"Rolls, Sandwich","Vasanth Nagar, Chennai",0,0,3.8,140,150,,,,
Akshaya Deluxe,https://www.zomato.com/Chennai/akshaya0deluxe0new0bel0road,"North Indian, Chinese, Seafood, Biryani, Kebab","New BEL Road, Chennai",4.1,420,4.1,17800,700,,,,
Malleshwaram Dosa Corner,https://www.zomato.com/Chennai/malleshwaram0dosa0corner0malleshwaram0Chennai,South Indian,"Malleshwaram, Chennai",3.7,4,4.3,21700,150,,,,
Four Seasons Fast Food Center,https://www.zomato.com/Chennai/four0seasons0fast0food0center0malleshwaram,"Biryani, Kebab, South Indian","Malleshwaram, Chennai",3.7,105,3.5,11700,200,,,,
Sagar Hotel,https://www.zomato.com/Chennai/sagar0hotel0rajajinagar,"North Indian, Chinese, Street Food, Beverages, Shake","Rajajinagar, Chennai",4.4,1098,4,7264,400,,,,
Chicken County Deluxe Restaurant,https://www.zomato.com/Chennai/chicken0county0deluxe0restaurant0majestic0Chennai,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages","Majestic, Chennai",3.1,80,4.2,981,600,,,,
Asha Food Camp,https://www.zomato.com/Chennai/asha0food0camp0malleshwaram,"South Indian, Chinese, North Indian, Fast Food, Beverages","Malleshwaram, Chennai",4.2,584,4.3,1279,600,,,,
Five Star Chicken & Koli Hut,https://www.zomato.com/Chennai/five0star0chicken0koli0hut0malleshwaram0Chennai,Fast Food,"Malleshwaram, Chennai",0,0,3.9,53,100,,,,
Toscano,https://www.zomato.com/Chennai/toscano0lavelle0road,"Italian, Pizza, Salad, Continental, Desserts, Beverages","UB City, Chennai",4.5,2056,3.8,699,1200,,,,
Aubree,https://www.zomato.com/Chennai/aubree0shivajinagar0Chennai,"Fast Food, Italian, Thai","Shivajinagar, Chennai",2.5,19,4.5,184,900,,,,
The Dessert Zone,https://www.zomato.com/Chennai/the0dessert0zone0vasanth0nagar0Chennai,"Desserts, Bakery","Vasanth Nagar, Chennai",0,0,4,122,200,,,,
Shawarma Time,https://www.zomato.com/Chennai/shawarma0time010rt0nagar0Chennai,"Lebanese, Rolls, Fast Food","RT Nagar, Chennai",3.5,35,3.8,2955,200,,,,
North Indian Bhukkads,https://www.zomato.com/Chennai/north0indian0bhukkads0nagawara,"North Indian, Biryani, Street Food, Beverages","Nagawara, Chennai",4.1,255,3.8,7755,800,,,,
La Heaven,https://www.zomato.com/Chennai/la0heaven0malleshwaram0Chennai,"Bakery, Desserts","Malleshwaram, Chennai",3.9,141,4.2,2182,400,,,,
Chef Bakers,https://www.zomato.com/Chennai/chef0bakers0malleshwaram0Chennai,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts","Malleshwaram, Chennai",0,1,4.2,72,400,,,,
Bhartiya Jalpan,https://www.zomato.com/Chennai/bhartiya0jalpan0commercial0street0Chennai,"North Indian, Street Food, Desserts, Beverages","Commercial Street, Chennai",3.8,129,3.9,1757,350,,,,
Karnataka Chicken Biryani Point,https://www.zomato.com/Chennai/karnataka0chicken0biryani0point0basaveshwara0nagar0Chennai,"Biryani, Kebab, Chinese, South Indian","Basaveshwara Nagar, Chennai",0,3,3.4,573,300,,,,
Karnataka Biryani Paradise,https://www.zomato.com/Chennai/karnataka0biryani0paradise0nagarbhavi,"Biryani, North Indian, Kebab, Afghan, Chinese, Tamil","Nagarbhavi, Chennai",3.4,45,3.9,6049,500,,,,
Chaatimes,https://www.zomato.com/Chennai/chaatimes0brigade0road0Chennai,"Street Food, Fast Food","Brigade Road, Chennai",0,0,4,1275,100,,,,
Gowdru Siri Mane Donne Biryani,https://www.zomato.com/Chennai/gowdru0siri0mane0donne0biryani0peenya0Chennai,"Biryani, South Indian","Peenya, Chennai",3.5,12,3.5,1015,300,,,,
Sweet Truth 0 Cake and Desserts,https://www.zomato.com/Chennai/sweet0truth0cake0and0desserts0shanti0nagar0Chennai,Bakery,"Shanti Nagar, Chennai",0,0,4,20,250,,,,
Kolkata Famous Kati Rolls,https://www.zomato.com/Chennai/kolkata0famous0kati0rolls0sadashiv0nagar0Chennai,Rolls,"Sadashiv Nagar, Chennai",0,0,3.7,505,100,,,,
South Ruchis Square,https://www.zomato.com/Chennai/south0ruchis0square0race0course0road,"North Indian, South Indian, Chinese, Beverages, Fast Food, Desserts, Shake","Race Course Road, Chennai",4.4,1442,4,1518,800,,,,
Cafe Coffee Day,https://www.zomato.com/Chennai/cafe0coffee0day010mg0road,"Cafe, Fast Food, Desserts, Beverages","MG Road, Chennai",3,55,3.3,19,600,,,,
Sukh Sagar,https://www.zomato.com/Chennai/sukh0sagar0majestic,"Chinese, Street Food, Fast Food, Desserts, Beverages, Shake","Majestic, Chennai",3.6,275,3.8,639,450,,,,
The Cake Fancy,https://www.zomato.com/Chennai/the0cake0fancy0rajajinagar0Chennai,"Bakery, Desserts","Rajajinagar, Chennai",0,0,4.2,463,100,,,,
Stop N Joy,https://www.zomato.com/Chennai/stop0n0joy0vijay0nagar0Chennai,"Beverages, Sandwich, Fast Food, Burger, Rolls","Vijay Nagar, Chennai",3.4,1,4.3,203,300,,,,
Momo Zone 0 The Momo Company,https://www.zomato.com/Chennai/momo0zone0the0momo0company0vasanth0nagar0Chennai,"Momos, Fast Food","Vasanth Nagar, Chennai",0,0,4.3,57,150,,,,
Sendhoor Coffee,https://www.zomato.com/Chennai/sendhoor0coffee0indiranagar0Chennai,"South Indian, Beverages","Indiranagar, Chennai",4,170,3.8,2619,200,,,,
Chikpet Donne Biriyani House,https://www.zomato.com/Chennai/chikpet0donne0biriyani0house0seshadripuram0Chennai,"South Indian, Biryani","Seshadripuram, Chennai",3,6,4.1,508,300,,,,
KC Das,https://www.zomato.com/Chennai/kc0das0st0marks0road0Chennai,"Mithai, Street Food","St. Marks Road, Chennai",3.9,395,3.4,901,300,,,,
Punjabi Dhaba,https://www.zomato.com/Chennai/punjabi0dhaba0nagawara0Chennai,"North Indian, Chinese, Mughlai","Nagawara, Chennai",2.6,59,3.2,2129,350,,,,
Momo Monk,https://www.zomato.com/Chennai/momo0monk0brigade0road0Chennai,Momos,"Brigade Road, Chennai",0,0,4,100,150,,,,
Cream Stone,https://www.zomato.com/Chennai/cream0stone0frazer0town,"Ice Cream, Desserts, Beverages, Shake","Frazer Town, Chennai",3.8,101,4.1,803,300,,,,
Paratha Box 0 2X Filling,https://www.zomato.com/Chennai/paratha0box02x0filling0vasanth0nagar0Chennai,"North Indian, Desserts, Beverages","Vasanth Nagar, Chennai",0,0,3.7,18,150,,,,
Punjabi Dhaba,https://www.zomato.com/Chennai/punjabi0dhaba0majestic,"North Indian, Chinese, Mughlai","Majestic, Chennai",3.7,99,3.9,393,500,,,,
BigBites,https://www.zomato.com/Chennai/bigbites0brigade0road0Chennai,"Fast Food, Pizza, Momos","Brigade Road, Chennai",0,0,4,26,200,,,,
The Thick Shake Factory,https://www.zomato.com/Chennai/the0thick0shake0factory0frazer0town0Chennai,"Beverages, Shake","Frazer Town, Chennai",3.7,5,3.7,545,350,,,,
Home Plate by EatFit,https://www.zomato.com/Chennai/home0plate0by0eatfit0cunningham0road0Chennai,"North Indian, Beverages","Cunningham Road, Chennai",0,0,4,16,150,,,,
Dande's Hyderabad Biryani,https://www.zomato.com/Chennai/dandes0hyderabad0biryani0koramangala01st0block0Chennai,"Andhra, Biryani, North Indian, Chinese","Koramangala 1st Block, Chennai",0,0,3.4,530,200,,,,
Sagar,https://www.zomato.com/Chennai/sagar0seshadripuram0Chennai,"North Indian, South Indian, Fast Food, Desserts, Chinese, Street Food, Shake, Beverages","Seshadripuram, Chennai",4,263,4.2,6677,700,,,,
Udupi Thindies,https://www.zomato.com/Chennai/udupi0thindies0nagawara0Chennai,"South Indian, Chinese","Nagawara, Chennai",3.5,19,3.8,2364,200,,,,
Third Wave Coffee,https://www.zomato.com/Chennai/third0wave0coffee0lavelle0road0Chennai,"Cafe, Coffee, Fast Food, Desserts, Beverages","Lavelle Road, Chennai",4,147,4.3,137,400,,,,
A1 Biryani Combo 75,https://www.zomato.com/Chennai/a10biryani0combo0750malleshwaram0Chennai,"Biryani, Kebab, South Indian","Malleshwaram, Chennai",0,0,3.5,779,100,,,,
SLAY Coffee,https://www.zomato.com/Chennai/slay0coffee010shanti0nagar0Chennai,"Beverages, Coffee","Shanti Nagar, Chennai",0,0,3.9,69,150,,,,
Sreeraj Lassi Bar,https://www.zomato.com/Chennai/sreeraj0lassi0bar0shanti0nagar,"Beverages, Shake, Ice Cream, Desserts","Shanti Nagar, Chennai",3.9,78,4.2,546,300,,,,
AN Star Dum Biryani,https://www.zomato.com/Chennai/an0star0dum0biryani010nagarbhavi0Chennai,"Biryani, North Indian, Chinese","Nagarbhavi, Chennai",0,0,4,9,150,,,,
Donne Biryani Hatti Mane,https://www.zomato.com/Chennai/donne0biryani0hatti0mane0nagarbhavi,"Biryani, South Indian","Nagarbhavi, Chennai",3.7,117,4.1,9139,300,,,,
New Krishna Bhavan,https://www.zomato.com/Chennai/new0krishna0bhavan0malleshwaram,"South Indian, North Indian, Chinese","Malleshwaram, Chennai",4.3,698,4.2,990,300,,,,
The Purple Pan,https://www.zomato.com/thepurplepan,"North Indian, Chinese","Rajajinagar, Chennai",4.1,423,4.1,14900,800,,,,
Bombay Vada Pav Corner,https://www.zomato.com/Chennai/bombay0vada0pav0corner0seshadripuram,Street Food,"Seshadripuram, Chennai",0,0,4.3,5141,50,,,,
Kanti Bakes & Flakes,https://www.zomato.com/Chennai/kanti0bakes0flakes0rt0nagar0Chennai,"Bakery, Desserts, Mithai","RT Nagar, Chennai",0,0,4.3,447,50,,,,
Kerala Food Club,https://www.zomato.com/Chennai/kerala0food0club0koramangala08th0block0Chennai,"Kerala, Seafood","Koramangala 8th Block, Chennai",3.9,97,4.1,4056,500,,,,
Biryani Canteen,https://www.zomato.com/Chennai/biryani0canteen0rajajinagar0Chennai,"Biryani, North Indian, Chinese","Rajajinagar, Chennai",0,0,4.2,982,150,,,,
Sri Rajarajeshwari Iyer Mess,https://www.zomato.com/Chennai/sri0rajarajeshwari0iyer0mess0malleshwaram0Chennai,South Indian,"Malleshwaram, Chennai",3.8,23,4.3,606,250,,,,
Indiana Burgers,https://www.zomato.com/Chennai/indiana0burgers0vasanth0nagar0Chennai,Burger,"Vasanth Nagar, Chennai",0,0,4,108,200,,,,
Shuchi Ruchi,https://www.zomato.com/Chennai/shuchi0ruchi0malleshwaram,"Chinese, North Indian, South Indian, Street Food, Fast Food","Malleshwaram, Chennai",4,366,4,7911,400,,,,
Kolkata No.1 Katti Rolls,https://www.zomato.com/Chennai/kolkata0no010katti0rolls0hebbal0Chennai,"Rolls, Momos","Hebbal, Chennai",3.3,6,4,1302,150,,,,
Mini Samrat,https://www.zomato.com/Chennai/mini0samrat0vasanth0nagar0Chennai,"South Indian, North Indian, Chinese, Desserts, Ice Cream, Beverages","Vasanth Nagar, Chennai",3.5,15,3.9,826,350,,,,
Savi Sagar,https://www.zomato.com/Chennai/savi0sagar0seshadripuram0Chennai,"North Indian, South Indian, Chinese, Street Food, Shake, Biryani, Juices, Ice Cream","Seshadripuram, Chennai",3.6,118,4,9954,350,,,,
New Prashanth Hotel,https://www.zomato.com/Chennai/new0prashanth0hotel0basavanagudi,South Indian,"Basavanagudi, Chennai",3.8,103,4.2,375,500,,,,
The Cake Deluxe,https://www.zomato.com/Chennai/the0cake0deluxe0rajajinagar0Chennai,"Bakery, Desserts","Rajajinagar, Chennai",0,0,4.2,186,150,,,,
Udupi Vaibhav,https://www.zomato.com/Chennai/udupi0vaibhav0sahakara0nagar0Chennai,"South Indian, North Indian, Chinese, Beverages, Street Food, Ice Cream, Shake, Fast Food","Sahakara Nagar, Chennai",3.5,4,4.1,691,400,,,,
Halli Mane,https://www.zomato.com/Chennai/halli0mane0malleshwaram,"South Indian, North Indian, Chinese","Malleshwaram, Chennai",4.1,1303,4,3301,250,,,,
Bombay Kulfi,https://www.zomato.com/Chennai/bombay0kulfi0shanti0nagar0Chennai,"Ice Cream, Desserts","Shanti Nagar, Chennai",0,0,4.3,1052,50,,,,
Om Meals & Paratha Junction,https://www.zomato.com/Chennai/om0meals0paratha0junction0nagawara0Chennai,"North Indian, Chinese, Biryani","Nagawara, Chennai",0,0,3.7,3453,100,,,,
Khan Saheb Grills And Rolls,https://www.zomato.com/Chennai/khan0saheb0grills0and0rolls0commercial0street0Chennai,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages","Commercial Street, Chennai",0,0,4.2,1265,200,,,,
The Brooklyn Creamery 0 Healthy Ice Cream,https://www.zomato.com/Chennai/the0brooklyn0creamery0healthy0ice0cream020vijay0nagar0Chennai,Ice Cream,"Vijay Nagar, Chennai",0,0,4.1,3,200,,,,
Udupi Ruchi,https://www.zomato.com/Chennai/udupi0ruchi010rajajinagar0Chennai,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake","Rajajinagar, Chennai",3.5,86,4,10100,450,,,,
Belgian Waffle Factory ,https://www.zomato.com/Chennai/belgian0waffle0factory0rt0nagar0Chennai,Desserts,"RT Nagar, Chennai",0,3,4.1,94,300,,,,
Brik Oven,https://www.zomato.com/Chennai/brik0oven0church0street,"Cafe, Fast Food, Italian, Desserts, Beverages","Church Street, Chennai",4.8,2803,4.1,769,1000,,,,
Prakriti Delux,https://www.zomato.com/Chennai/prakriti0delux0rajajinagar0Chennai,"North Indian, Chinese, Biryani, South Indian, Beverages","Rajajinagar, Chennai",3.4,122,4.1,13700,400,,,,
Have More,https://www.zomato.com/Chennai/have0more010new0bel0road,"North Indian, Chinese, Beverages","New BEL Road, Chennai",3.9,555,3.9,2769,700,,,,
Firangi Bake,https://www.zomato.com/Chennai/firangi0bake010shanti0nagar0Chennai,"Italian, Mexican, Desserts","Shanti Nagar, Chennai",0,0,4,35,250,,,,
Polamma's Mess,https://www.zomato.com/Chennai/polammas0mess0btm,"Andhra, Biryani, South Indian","BTM, Chennai",4.1,213,4.2,1580,300,,,,
Shanthi Sagar Grand,https://www.zomato.com/Chennai/shanthi0sagar0grand0malleshwaram0Chennai,"South Indian, Chinese, North Indian, Biryani, Street Food, Ice Cream, Beverages","Malleshwaram, Chennai",3,32,4,385,500,,,,
Gulbarga Refreshment,https://www.zomato.com/Chennai/gulbarga0refreshment0rajajinagar,South Indian,"Rajajinagar, Chennai",3.6,30,4,1642,300,,,,
Gundappa Donne Biryani,https://www.zomato.com/Chennai/gundappa0donne0biryani0seshadripuram,"Biryani, South Indian","Seshadripuram, Chennai",3.6,222,3.9,1821,300,,,,
Punjabi Chulha,https://www.zomato.com/Chennai/punjabi0chulha0nagawara,North Indian,"Nagawara, Chennai",2.7,53,3.4,4036,500,,,,
Hotel Fanoos,https://www.zomato.com/Chennai/hotel0fanoos0richmond0town0Chennai,"Rolls, Biryani, Fast Food, Arabian","Richmond Town, Chennai",4.1,835,3.8,2998,500,,,,
Sikori,https://www.zomato.com/Chennai/sikori0kalyan0nagar0Chennai,"North Indian, Chinese, Street Food, Fast Food, Desserts, Beverages","Kalyan Nagar, Chennai",4.2,570,4,3857,900,,,,
Zahra's Kitchen,https://www.zomato.com/Chennai/zahras0kitchen0frazer0town0Chennai,"Biryani, North Indian, Chinese, Wraps, Lebanese, Hyderabadi, Afghan","Frazer Town, Chennai",0,0,3.9,567,100,,,,
Smoke House Deli,https://www.zomato.com/SmokeHouseDeli0LavelleRoad,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Juices, Beverages","Lavelle Road, Chennai",4.6,3039,4.2,1558,2000,,,,
Karavali Lunch Home,https://www.zomato.com/Chennai/karavali0lunch0home0malleshwaram,"Seafood, Mangalorean","Malleshwaram, Chennai",4,177,3.9,6940,400,,,,
Sweet Chariot Cafe,https://www.zomato.com/Chennai/sweet0chariot0cafe0residency0road,"Bakery, Desserts, Fast Food","Residency Road, Chennai",3.2,113,4.1,790,500,,,,
Church Street Social,https://www.zomato.com/ChurchStreetSocial,"North Indian, Chinese, Biryani, Pizza, Salad, Kebab, Desserts, Beverages","Church Street, Chennai",4.4,7997,4,825,1500,,,,
Lulu Hypermarket,https://www.zomato.com/Chennai/lulu0hypermarket0rajajinagar0Chennai,"Arabian, North Indian, South Indian, Salad, Fast Food, Beverages","Rajajinagar, Chennai",3.9,9,3.8,492,700,,,,
Donne Biryani House,https://www.zomato.com/Chennai/donne0biryani0house0shanti0nagar0Chennai,"Biryani, South Indian","Shanti Nagar, Chennai",3.3,4,4,137,400,,,,
N.V. Naidu Hotel,https://www.zomato.com/Chennai/n0v0naidu0hotel0city0market0Chennai,"Biryani, North Indian","City Market, Chennai",3.8,68,4,27,300,,,,
Hari'r Kotha,https://www.zomato.com/Chennai/harir0kotha0wilson0garden0Chennai,"Bengali, North Indian, Chinese, Biryani, South Indian","Wilson Garden, Chennai",0,0,3.7,35,100,,,,
HVR Veg,https://www.zomato.com/Chennai/hvr0veg0seshadripuram0Chennai,South Indian,"Seshadripuram, Chennai",4.1,161,4.1,442,150,,,,
Shiv Shankar Chaats,https://www.zomato.com/Chennai/shiv0shankar0chaats0frazer0town,"Street Food, Chinese","Frazer Town, Chennai",3.8,33,3.8,592,150,,,,
Karnataka Bhel House,https://www.zomato.com/Chennai/karnataka0bhel0house0basavanagudi,"Street Food, Ice Cream","Basavanagudi, Chennai",4.2,501,4.4,3084,100,,,,
Shahi Kabab,https://www.zomato.com/Chennai/shahi0kabab0frazer0town,"Rolls, Fast Food","Frazer Town, Chennai",0,0,4.3,135,150,,,,
Tazish,https://www.zomato.com/tazish0food0truck,Fast Food,"Shivajinagar, Chennai",0,0,4,21,150,,,,
Noodle House,https://www.zomato.com/Chennai/noodle0house0seshadripuram0Chennai,"North Indian, Chinese, Biryani","Seshadripuram, Chennai",0,0,4.3,71,100,,,,
Al 0 Azeez Kabab Centre,https://www.zomato.com/Chennai/al0azeez0kabab0centre0shivajinagar0Chennai,"Mughlai, Rolls","Shivajinagar, Chennai",0,1,3.6,27,300,,,,
Butter Delivery,https://www.zomato.com/Chennai/butter0delivery0lavelle0road0Chennai,North Indian,"Lavelle Road, Chennai",0,0,3.9,74,250,,,,
Dosa & Currys,https://www.zomato.com/Chennai/dosa0currys0wilson0garden0Chennai,South Indian,"Wilson Garden, Chennai",0,0,4.3,39,50,,,,
Sri Sai Shravanthi Bangarpet Pani Puri & Chats,https://www.zomato.com/Chennai/sri0sai0shravanthi0bangarpet0pani0puri0chats0city0market0Chennai,Street Food,"City Market, Chennai",0,0,3.8,20,50,,,,
Knight Bite,https://www.zomato.com/Chennai/knight0bite0vasanth0nagar0Chennai,"Fast Food, Burger","Vasanth Nagar, Chennai",0,0,3.6,187,250,,,,
Chaat Point,https://www.zomato.com/Chennai/chaat0point020frazer0town0Chennai,Street Food,"Frazer Town, Chennai",0,0,3.8,143,50,,,,
Paakashala,https://www.zomato.com/Chennai/paakashala010malleshwaram0Chennai,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages","Malleshwaram, Chennai",4,176,4.2,5431,250,,,,
McDonald's,https://www.zomato.com/Chennai/mcdonalds030malleshwaram,"Burger, Beverages, Fast Food, Desserts","Orion Mall, Malleshwaram, Chennai",3,274,4,3424,400,,,,
Meghana Foods,https://www.zomato.com/Chennai/meghana0foods0rajajinagar0Chennai,"Biryani, Andhra, North Indian, Seafood","Rajajinagar, Chennai",0,0,4.4,12100,300,,,,
KFC,https://www.zomato.com/Chennai/kfc010malleshwaram,"Burger, Fast Food, Biryani, Desserts, Beverages","Mantri Square, Malleshwaram, Chennai",4,289,3.8,4523,500,,,,
Polar Bear,https://www.zomato.com/Chennai/polar0bear010malleshwaram,"Ice Cream, Beverages, Shake","Malleshwaram, Chennai",3.9,215,4.4,4210,350,,,,
